BayesianSearch: New best config found. Config 0: {'alphas0': 18.445572169229905, 'alphas1': 32.03827933869795, 'alphas2': 77.75175464403026, 'alphas3': 0.35550096904552714, 'alphas4': 1.2011747083382378, 'alphas5': 0.04326253285736615, 'alphas6': 98.91046823439407, 'alphas7': 7.773413984960442, 'alphas8': 41.72548106214627, 'alphas9': 39.5805901986073, 'alphas10': 1.2785749623349771, 'alphas11': 139.62826806518686, 'alphas12': 110.87943029196639, 'alphas13': 147.15382299310295} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.1196254286637248, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 1 is suboptimal. Config: {'alphas0': 13.155597406882357, 'alphas1': 33.43317283679064, 'alphas2': 60.0877215243493, 'alphas3': 0.16845403645256554, 'alphas4': 1.6113558893412498, 'alphas5': 1.6952698706338216, 'alphas6': 103.27483073847883, 'alphas7': 9.537430388244509, 'alphas8': 36.05663077552722, 'alphas9': 44.632597475100205, 'alphas10': 3.954951401941415, 'alphas11': 148.1022466143352, 'alphas12': 122.28349715462637, 'alphas13': 136.89897577379494} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.1194755096800364, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 2 is suboptimal. Config: {'alphas0': 15.412437269774735, 'alphas1': 25.86926339202489, 'alphas2': 64.50483422611424, 'alphas3': 0.9647141738289025, 'alphas4': 0.2302179187965941, 'alphas5': 0.5684625114540648, 'alphas6': 92.21694090856452, 'alphas7': 3.9329978275886655, 'alphas8': 39.19112260647593, 'alphas9': 47.83796751039413, 'alphas10': 2.848392577632018, 'alphas11': 134.65023819029798, 'alphas12': 122.7913040369098, 'alphas13': 144.24535779175986} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11959828631891802, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: New best config found. Config 3: {'alphas0': 15.034467462345233, 'alphas1': 29.78838947874518, 'alphas2': 72.91671288344888, 'alphas3': 0.6866567473596449, 'alphas4': 0.9017009891611043, 'alphas5': 0.5425850111708334, 'alphas6': 106.8968888600067, 'alphas7': 0.12030763356986166, 'alphas8': 48.229668193283885, 'alphas9': 38.218049945309644, 'alphas10': 2.263077952487682, 'alphas11': 132.88382183067887, 'alphas12': 122.23303022007148, 'alphas13': 149.9907105441184} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11964404516625064, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 4 is suboptimal. Config: {'alphas0': 18.509682200028905, 'alphas1': 25.10658252908565, 'alphas2': 73.96809712118296, 'alphas3': 0.31903098063325813, 'alphas4': 1.1044117936766364, 'alphas5': 1.9102703102446645, 'alphas6': 90.20210108729394, 'alphas7': 8.173721824113215, 'alphas8': 43.306960279144946, 'alphas9': 48.977528505234616, 'alphas10': 1.2348388800481827, 'alphas11': 148.00819222770144, 'alphas12': 125.3469517954748, 'alphas13': 144.94804115232387} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11946462483158948, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: New best config found. Config 5: {'alphas0': 10.730814091850489, 'alphas1': 31.851526499689527, 'alphas2': 75.19162355572337, 'alphas3': 1.6002108147193679, 'alphas4': 0.3931338266726033, 'alphas5': 1.8204822981110345, 'alphas6': 108.40798379795557, 'alphas7': 0.33245870819086926, 'alphas8': 40.856845613925316, 'alphas9': 39.445974745211245, 'alphas10': 1.1828056246268566, 'alphas11': 146.93186841709755, 'alphas12': 126.07497175068359, 'alphas13': 136.5943628621223} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11967359369029193, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 6 is suboptimal. Config: {'alphas0': 18.034428001562095, 'alphas1': 33.690707108128564, 'alphas2': 71.00961308840323, 'alphas3': 1.7572011529862814, 'alphas4': 1.304052291973209, 'alphas5': 1.5515781787248226, 'alphas6': 108.78637068796647, 'alphas7': 6.704430024101984, 'alphas8': 39.44965508451769, 'alphas9': 40.82008064128882, 'alphas10': 2.23507746097714, 'alphas11': 138.04000485669687, 'alphas12': 120.11682941301886, 'alphas13': 138.44620585755035} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11951845796518276, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 7 is suboptimal. Config: {'alphas0': 17.802862051995003, 'alphas1': 31.723520919686745, 'alphas2': 79.5024806175194, 'alphas3': 0.880825350086597, 'alphas4': 0.23193148889130938, 'alphas5': 0.913789892482499, 'alphas6': 108.53472638425151, 'alphas7': 8.623843798132986, 'alphas8': 37.543623289101426, 'alphas9': 38.61761744919215, 'alphas10': 0.6271107919949344, 'alphas11': 133.55441748911633, 'alphas12': 116.3783581737196, 'alphas13': 144.2480897229179} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11953260587454878, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 8 is suboptimal. Config: {'alphas0': 18.111194326184936, 'alphas1': 29.336797769528424, 'alphas2': 73.40478083400026, 'alphas3': 1.9006178808760752, 'alphas4': 0.523107198530307, 'alphas5': 0.6689064287600622, 'alphas6': 100.83477039986325, 'alphas7': 7.852016070355061, 'alphas8': 44.32002861070107, 'alphas9': 44.50348183034169, 'alphas10': 3.8176114912140275, 'alphas11': 130.1307429624936, 'alphas12': 117.96587358580088, 'alphas13': 139.814004354331} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11961660356026597, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 9 is suboptimal. Config: {'alphas0': 15.362834186914776, 'alphas1': 32.84663365826386, 'alphas2': 75.7026881431805, 'alphas3': 0.4651928900481711, 'alphas4': 1.7566858341928715, 'alphas5': 1.2770503710984908, 'alphas6': 108.89639761047368, 'alphas7': 7.4877805072649695, 'alphas8': 48.34311553185044, 'alphas9': 35.35099512617001, 'alphas10': 3.7219801434306747, 'alphas11': 141.26589694460947, 'alphas12': 123.55464940277804, 'alphas13': 144.05175412583392} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11959092569388469, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 10 is suboptimal. Config: {'alphas0': 19.993348272347777, 'alphas1': 26.935170359557635, 'alphas2': 65.14198599751545, 'alphas3': 0.027650970916857982, 'alphas4': 1.2518177239548214, 'alphas5': 1.759921266310779, 'alphas6': 102.287432102295, 'alphas7': 3.7817890142461983, 'alphas8': 40.35018377491072, 'alphas9': 48.44911576960484, 'alphas10': 3.5668949331211466, 'alphas11': 148.03330034144875, 'alphas12': 127.4714802406354, 'alphas13': 145.599920921458} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11966019065154507, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
