BayesianSearch: New best config found. Config 0: {'alphas0': 31.34237844127204, 'alphas1': 18.09605889668786, 'alphas2': 24.948251037933357, 'alphas3': 3.0229605752843955, 'alphas4': 55.10652929334317, 'alphas5': 51.71508339166688, 'alphas6': 39.22338775703604, 'alphas7': 54.58293679314877, 'alphas8': 28.74179201882437, 'alphas9': 1.9398518816831882, 'alphas10': 6.729221741439483, 'alphas11': 31.116194729439492, 'alphas12': 52.63740457560862, 'alphas13': 40.87394174343758} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11609559084690742, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 1 is suboptimal. Config: {'alphas0': 18.842469905890685, 'alphas1': 7.919010517823881, 'alphas2': 43.60429542757323, 'alphas3': 43.618254549380396, 'alphas4': 30.643446958942548, 'alphas5': 28.097401340385115, 'alphas6': 31.561052387374062, 'alphas7': 15.628146808293224, 'alphas8': 11.714229717586838, 'alphas9': 0.8606180381733244, 'alphas10': 51.61944100457999, 'alphas11': 31.6947131270705, 'alphas12': 47.33902630797712, 'alphas13': 0.3703441618358828} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11068346458184805, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 2 is suboptimal. Config: {'alphas0': 29.760693282325068, 'alphas1': 4.624930420168588, 'alphas2': 42.85844829330239, 'alphas3': 6.429244169598926, 'alphas4': 53.231391090996695, 'alphas5': 44.090074456630134, 'alphas6': 46.143813378457985, 'alphas7': 9.276692114123351, 'alphas8': 55.00761844502621, 'alphas9': 24.629072500383483, 'alphas10': 44.915376942866295, 'alphas11': 28.490506637062968, 'alphas12': 59.97722614732924, 'alphas13': 4.038056052080746} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11268404480934421, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 3 is suboptimal. Config: {'alphas0': 35.19113403348084, 'alphas1': 10.146914002003152, 'alphas2': 57.008103151309506, 'alphas3': 0.5372088348466965, 'alphas4': 55.81692105783093, 'alphas5': 7.929823346272548, 'alphas6': 47.11844734638607, 'alphas7': 28.517753979409804, 'alphas8': 32.418602230695726, 'alphas9': 21.873777040458105, 'alphas10': 49.904367673057685, 'alphas11': 33.638262467180276, 'alphas12': 58.9634676956989, 'alphas13': 48.42593673679714} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11346362479937008, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: New best config found. Config 4: {'alphas0': 46.09822980443292, 'alphas1': 52.233933644875904, 'alphas2': 43.49791032581069, 'alphas3': 11.321318882174062, 'alphas4': 50.46361159423725, 'alphas5': 34.03749354411947, 'alphas6': 6.134381377250772, 'alphas7': 45.72800433721811, 'alphas8': 58.800775324228596, 'alphas9': 45.15438421097568, 'alphas10': 10.865792054549292, 'alphas11': 4.174291257963541, 'alphas12': 50.19749695942137, 'alphas13': 49.97523920046858} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11649228989844883, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 5 is suboptimal. Config: {'alphas0': 16.487109173998213, 'alphas1': 35.51003499301986, 'alphas2': 27.50531337346009, 'alphas3': 24.28956049408614, 'alphas4': 55.53856409681248, 'alphas5': 12.3943310009661, 'alphas6': 38.20211874772938, 'alphas7': 49.21974941997431, 'alphas8': 38.54247768376988, 'alphas9': 39.57838965412518, 'alphas10': 25.901043029676995, 'alphas11': 47.066228305159036, 'alphas12': 42.56036507036613, 'alphas13': 36.76879738431575} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.115408427571218, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 6 is suboptimal. Config: {'alphas0': 33.219854570013055, 'alphas1': 47.27238681140932, 'alphas2': 9.127406651320365, 'alphas3': 47.25399026593253, 'alphas4': 17.30560125638176, 'alphas5': 36.868579688516576, 'alphas6': 26.117528246324213, 'alphas7': 49.63847398869026, 'alphas8': 38.77770067986498, 'alphas9': 19.321161951456332, 'alphas10': 22.505298328387394, 'alphas11': 53.54528904192809, 'alphas12': 23.891226209505575, 'alphas13': 53.396588537881215} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11505217032663086, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 7 is suboptimal. Config: {'alphas0': 45.45133045083509, 'alphas1': 51.9367282508368, 'alphas2': 36.68482291817197, 'alphas3': 28.082518861359837, 'alphas4': 50.344047206013684, 'alphas5': 31.755015963023357, 'alphas6': 37.83458927631097, 'alphas7': 17.848930289991802, 'alphas8': 43.59951225156461, 'alphas9': 25.70073152081949, 'alphas10': 34.02255210295582, 'alphas11': 17.631507129953484, 'alphas12': 9.616340395858876, 'alphas13': 16.025321768999017} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11262108554118881, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 8 is suboptimal. Config: {'alphas0': 59.06842501809522, 'alphas1': 47.82477703614612, 'alphas2': 36.751601436257616, 'alphas3': 46.14559902986149, 'alphas4': 44.263354970359494, 'alphas5': 38.06025071899794, 'alphas6': 31.63750964105407, 'alphas7': 1.0818746887107957, 'alphas8': 29.096190774685983, 'alphas9': 26.540451663136473, 'alphas10': 14.546140602353919, 'alphas11': 7.827392868254254, 'alphas12': 24.499329354842345, 'alphas13': 35.16750849902194} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11358739462925316, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 9 is suboptimal. Config: {'alphas0': 22.4961051911676, 'alphas1': 0.8495556993352806, 'alphas2': 42.468110014767824, 'alphas3': 51.24271373943611, 'alphas4': 37.70091144970181, 'alphas5': 22.99258726826505, 'alphas6': 2.1588157797403156, 'alphas7': 17.65735640719712, 'alphas8': 48.27725584761801, 'alphas9': 18.990103208360427, 'alphas10': 23.954663938592592, 'alphas11': 17.240658767326707, 'alphas12': 50.442626138209874, 'alphas13': 58.598647049710365} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11616475535577536, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 10 is suboptimal. Config: {'alphas0': 43.30824737916126, 'alphas1': 5.089650499345682, 'alphas2': 30.705467985935154, 'alphas3': 49.9450592005021, 'alphas4': 21.822362307877185, 'alphas5': 27.28508673888649, 'alphas6': 8.455976328078647, 'alphas7': 45.37080745393608, 'alphas8': 52.969634697873126, 'alphas9': 24.156542997325193, 'alphas10': 27.83477014888382, 'alphas11': 15.924784796777253, 'alphas12': 17.481542239606053, 'alphas13': 26.111871497780538} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.11461658081343382, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
