BayesianSearch: New best config found. Config 0: {'alphas0': 59.28446182250185, 'alphas1': 84.42657485810176, 'alphas2': 85.7945617622757, 'alphas3': 84.72517387841256, 'alphas4': 62.35636967859725, 'alphas5': 38.43817072926999, 'alphas6': 29.753460654447235, 'alphas7': 5.671297731744319, 'alphas8': 27.265629458011325, 'alphas9': 47.766511732135, 'alphas10': 81.21687287754933, 'alphas11': 47.997717237505746, 'alphas12': 39.27847961008298, 'alphas13': 83.60787635373778} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06185448948097729, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: New best config found. Config 1: {'alphas0': 33.73961604172685, 'alphas1': 64.81718720511974, 'alphas2': 36.8241539840548, 'alphas3': 95.71551589530466, 'alphas4': 14.035078041264518, 'alphas5': 87.00872583584366, 'alphas6': 47.36080452737106, 'alphas7': 80.09107519796444, 'alphas8': 52.04774795512049, 'alphas9': 67.88795301189604, 'alphas10': 72.06326547259168, 'alphas11': 58.201979207510725, 'alphas12': 53.73732294490108, 'alphas13': 75.86156243223574} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06273159772612731, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 2 is suboptimal. Config: {'alphas0': 10.590760718779215, 'alphas1': 47.36004193466575, 'alphas2': 18.633234332676, 'alphas3': 73.69181771289583, 'alphas4': 21.655035442437192, 'alphas5': 13.521817340545208, 'alphas6': 32.414100779321416, 'alphas7': 14.96748671836832, 'alphas8': 22.23213882515877, 'alphas9': 38.6488981125862, 'alphas10': 90.25984755294049, 'alphas11': 44.99499899112277, 'alphas12': 61.30634578841325, 'alphas13': 90.23485831739845} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.061102042107583486, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 3 is suboptimal. Config: {'alphas0': 9.92803503589739, 'alphas1': 96.9809067746749, 'alphas2': 65.31400357979378, 'alphas3': 17.09095851360452, 'alphas4': 35.815216696952504, 'alphas5': 75.06861412184564, 'alphas6': 60.78306687154679, 'alphas7': 32.504722900835255, 'alphas8': 3.8425426472734734, 'alphas9': 63.42740579573351, 'alphas10': 95.89492686245205, 'alphas11': 65.2790317005491, 'alphas12': 63.5058873603564, 'alphas13': 99.52995676778879} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06180699389014838, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: New best config found. Config 4: {'alphas0': 58.18503294385344, 'alphas1': 41.43685882263689, 'alphas2': 47.4697502288413, 'alphas3': 62.35101011318683, 'alphas4': 33.80076148388918, 'alphas5': 67.47523222590208, 'alphas6': 31.720174206929613, 'alphas7': 77.83454820259092, 'alphas8': 94.95710534507424, 'alphas9': 66.25268669500444, 'alphas10': 1.3571635612109838, 'alphas11': 62.28460955466696, 'alphas12': 67.36596308357895, 'alphas13': 97.1945002499666} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06630597115142345, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 5 is suboptimal. Config: {'alphas0': 87.81934713471772, 'alphas1': 50.962437671990024, 'alphas2': 5.571469370160632, 'alphas3': 45.11592145209282, 'alphas4': 1.9987665408758741, 'alphas5': 44.171092124884545, 'alphas6': 97.95867288127286, 'alphas7': 35.94444639693216, 'alphas8': 48.089353083616295, 'alphas9': 68.86611828057706, 'alphas10': 88.04758892525956, 'alphas11': 91.82354663621449, 'alphas12': 21.682213762754294, 'alphas13': 56.518886660487546} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.061502467246157516, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 6 is suboptimal. Config: {'alphas0': 86.51025613053852, 'alphas1': 50.89689606670146, 'alphas2': 91.6722954019461, 'alphas3': 92.11576102372, 'alphas4': 8.31124926306024, 'alphas5': 27.771856128103252, 'alphas6': 0.9356704856532618, 'alphas7': 84.23420796677313, 'alphas8': 64.71741401875556, 'alphas9': 84.13861191973547, 'alphas10': 26.47301642834497, 'alphas11': 39.782075275862915, 'alphas12': 55.28214798875716, 'alphas13': 16.494046024188417} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06434801417233546, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 7 is suboptimal. Config: {'alphas0': 36.98080927483401, 'alphas1': 14.644176272911228, 'alphas2': 56.96184059233068, 'alphas3': 70.37372792899164, 'alphas4': 28.84764370485287, 'alphas5': 43.32880619820442, 'alphas6': 75.61066938650411, 'alphas7': 39.60982754233624, 'alphas8': 89.60383875090773, 'alphas9': 63.8921076231313, 'alphas10': 89.15544372256772, 'alphas11': 68.00555694634124, 'alphas12': 44.91977382183722, 'alphas13': 97.85709284207172} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06173498059964702, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 8 is suboptimal. Config: {'alphas0': 11.620190961239443, 'alphas1': 76.7023703558727, 'alphas2': 41.182013896484484, 'alphas3': 67.54390812002362, 'alphas4': 24.979627565497815, 'alphas5': 31.3218331945951, 'alphas6': 96.54162205199273, 'alphas7': 58.84650850687495, 'alphas8': 65.9668412069413, 'alphas9': 53.320625391664834, 'alphas10': 23.053302350632993, 'alphas11': 39.48692934502292, 'alphas12': 61.88085645913573, 'alphas13': 47.48675154089421} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06419947770219177, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 9 is suboptimal. Config: {'alphas0': 47.013218925576524, 'alphas1': 71.60745312286433, 'alphas2': 28.799100436328057, 'alphas3': 38.3462225034948, 'alphas4': 74.91698371527248, 'alphas5': 87.84521902760423, 'alphas6': 10.286335869343825, 'alphas7': 9.23738894608982, 'alphas8': 35.40466620838102, 'alphas9': 55.181625913325895, 'alphas10': 3.3625093498832035, 'alphas11': 96.89617652602739, 'alphas12': 32.09972413734975, 'alphas13': 22.126268518378282} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.06576679267447698, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
BayesianSearch: Config 10 is suboptimal. Config: {'alphas0': 14.126390492589671, 'alphas1': 9.72599270631739, 'alphas2': 98.40422413641467, 'alphas3': 26.034092758740474, 'alphas4': 53.70225213757798, 'alphas5': 44.792617187073006, 'alphas6': 9.956908911081111, 'alphas7': 35.23116612005331, 'alphas8': 46.924917399024224, 'alphas9': 84.11401297855997, 'alphas10': 90.46477442095137, 'alphas11': 3.755938382814029, 'alphas12': 50.8315448578891, 'alphas13': 16.684751304849968} - results: {'ROC_AUC': 0.0, 'PRECISION': 0.0, 'RECALL': 0.0, 'RECALL_TEST_LEN': 0.0, 'MAP': 0.060831540406903285, 'MRR': 0.0, 'NDCG': 0.0, 'F1': 0.0, 'HIT_RATE': 0.0, 'ARHR': 0.0, 'NOVELTY': 0.0, 'DIVERSITY_MEAN_INTER_LIST': 1.0, 'DIVERSITY_HERFINDAHL': nan, 'COVERAGE_ITEM': 0.0, 'COVERAGE_USER': 0.0, 'DIVERSITY_GINI': 0.0, 'SHANNON_ENTROPY': -0.0}
