BayesianSearch: New best config found. Config: {'topK': 300, 'epochs': 0, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 0.01, 'max_epochs': 0} - results: {'ROC_AUC': 0.31015484058300963, 'PRECISION': 0.1616300167868466, 'RECALL': 0.1549298587132672, 'RECALL_TEST_LEN': 0.1616300167868466, 'MAP': 0.07819409413951434, 'MRR': 0.2490020920677601, 'NDCG': 0.13687495929409058, 'F1': 0.15820903154607255, 'HIT_RATE': 0.8392516150002032, 'ARHR': 0.31713899416944363, 'NOVELTY': 0.005451757947010129, 'DIVERSITY_MEAN_INTER_LIST': 0.9781738022516436, 'DIVERSITY_HERFINDAHL': 0.9978153931171274, 'COVERAGE_ITEM': 0.36287860431306035, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.1202079891201037, 'SHANNON_ENTROPY': 9.952012503503337}
BayesianSearch: Best result evaluated on URM_test. Config: {'topK': 300, 'epochs': 0, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 0.01, 'max_epochs': 0} - results: CUTOFF: 10 - ROC_AUC: 0.2886168, PRECISION: 0.1445572, RECALL: 0.1420896, RECALL_TEST_LEN: 0.1445572, MAP: 0.0645191, MRR: 0.2206836, NDCG: 0.1225571, F1: 0.1433128, HIT_RATE: 0.7420628, ARHR: 0.2709452, NOVELTY: 0.0053855, DIVERSITY_MEAN_INTER_LIST: 0.9751186, DIVERSITY_HERFINDAHL: 0.9975095, COVERAGE_ITEM: 0.2760843, COVERAGE_USER: 0.8035721, DIVERSITY_GINI: 0.1262547, SHANNON_ENTROPY: 9.6889160, 

BayesianSearch: Config is suboptimal. Config: {'topK': 500, 'epochs': 0, 'sgd_mode': 'rmsprop', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 0.0001, 'max_epochs': 0} - results: {'ROC_AUC': 0.30348073737003467, 'PRECISION': 0.15577699131766307, 'RECALL': 0.14928678563353587, 'RECALL_TEST_LEN': 0.15577699131766307, 'MAP': 0.07482704312070776, 'MRR': 0.24240853975091176, 'NDCG': 0.13192848192374038, 'F1': 0.15246284919102226, 'HIT_RATE': 0.8085970828424004, 'ARHR': 0.3061348564670166, 'NOVELTY': 0.005400619479448361, 'DIVERSITY_MEAN_INTER_LIST': 0.9744228265536281, 'DIVERSITY_HERFINDAHL': 0.9974403031672334, 'COVERAGE_ITEM': 0.33748485582747756, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.11187155574612301, 'SHANNON_ENTROPY': 9.726778304907153}
BayesianSearch: Config is suboptimal. Config: {'topK': 50, 'epochs': 0, 'sgd_mode': 'rmsprop', 'lambda_i': 1e-09, 'lambda_j': 0.001, 'learning_rate': 0.1, 'max_epochs': 0} - results: {'ROC_AUC': 0.26476732437174194, 'PRECISION': 0.1290885607618646, 'RECALL': 0.12354216224038193, 'RECALL_TEST_LEN': 0.1290885607618646, 'MAP': 0.0599391025231086, 'MRR': 0.20288838683132757, 'NDCG': 0.10843019643368246, 'F1': 0.12625447710789997, 'HIT_RATE': 0.6765530410758542, 'ARHR': 0.25177106690941964, 'NOVELTY': 0.005802549102832328, 'DIVERSITY_MEAN_INTER_LIST': 0.993786322872273, 'DIVERSITY_HERFINDAHL': 0.9993766134631854, 'COVERAGE_ITEM': 0.4686697358856312, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.22583300912517834, 'SHANNON_ENTROPY': 11.4512471244283}
BayesianSearch: Config is suboptimal. Config: {'topK': 50, 'epochs': 0, 'sgd_mode': 'sgd', 'lambda_i': 0.001, 'lambda_j': 1e-09, 'learning_rate': 0.1, 'max_epochs': 0} - results: {'ROC_AUC': 0.2829305329033, 'PRECISION': 0.1414949771671837, 'RECALL': 0.1354723942928657, 'RECALL_TEST_LEN': 0.1414949771671837, 'MAP': 0.06759454766500134, 'MRR': 0.22202652618084368, 'NDCG': 0.11979432773444848, 'F1': 0.13841820598725424, 'HIT_RATE': 0.7383902815585259, 'ARHR': 0.279657244945423, 'NOVELTY': 0.005910851500244148, 'DIVERSITY_MEAN_INTER_LIST': 0.9942668815962826, 'DIVERSITY_HERFINDAHL': 0.9994246683593568, 'COVERAGE_ITEM': 0.48660043615216864, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.23699624499136698, 'SHANNON_ENTROPY': 11.57332150860292}
BayesianSearch: New best config found. Config: {'topK': 200, 'epochs': 0, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-09, 'learning_rate': 0.1, 'max_epochs': 0} - results: {'ROC_AUC': 0.32032526123437227, 'PRECISION': 0.1673515302598524, 'RECALL': 0.16034742212489625, 'RECALL_TEST_LEN': 0.1673515302598524, 'MAP': 0.0812827011975338, 'MRR': 0.2578782086379848, 'NDCG': 0.14204691939009909, 'F1': 0.16377462467025444, 'HIT_RATE': 0.8733799211798643, 'ARHR': 0.3297438393957709, 'NOVELTY': 0.005531325713399058, 'DIVERSITY_MEAN_INTER_LIST': 0.9838602869731726, 'DIVERSITY_HERFINDAHL': 0.9983840300374892, 'COVERAGE_ITEM': 0.4, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.14048311963686047, 'SHANNON_ENTROPY': 10.357110130742429}
BayesianSearch: Best result evaluated on URM_test. Config: {'topK': 200, 'epochs': 0, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-09, 'learning_rate': 0.1, 'max_epochs': 0} - results: CUTOFF: 10 - ROC_AUC: 0.2960913, PRECISION: 0.1502553, RECALL: 0.1476693, RECALL_TEST_LEN: 0.1502553, MAP: 0.0669669, MRR: 0.2272225, NDCG: 0.1271392, F1: 0.1489511, HIT_RATE: 0.7741816, ARHR: 0.2809042, NOVELTY: 0.0054616, DIVERSITY_MEAN_INTER_LIST: 0.9816521, DIVERSITY_HERFINDAHL: 0.9981628, COVERAGE_ITEM: 0.3171311, COVERAGE_USER: 0.8035721, DIVERSITY_GINI: 0.1444125, SHANNON_ENTROPY: 10.1078590, 

BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'epochs': 0, 'sgd_mode': 'adagrad', 'lambda_i': 0.0, 'lambda_j': 0.0, 'learning_rate': 0.5, 'max_epochs': 0} - results: {'ROC_AUC': 0.31080684149361204, 'PRECISION': 0.15915388467444494, 'RECALL': 0.1525338929492237, 'RECALL_TEST_LEN': 0.15915388467444494, 'MAP': 0.07632936543444853, 'MRR': 0.2477053841079078, 'NDCG': 0.13484336167821545, 'F1': 0.15577358722545817, 'HIT_RATE': 0.8279770852801365, 'ARHR': 0.31306921622915185, 'NOVELTY': 0.005477371721751683, 'DIVERSITY_MEAN_INTER_LIST': 0.9805461641590181, 'DIVERSITY_HERFINDAHL': 0.9980526244885379, 'COVERAGE_ITEM': 0.3887085049672886, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.12770208025925697, 'SHANNON_ENTROPY': 10.127391423060098}
BayesianSearch: Config is suboptimal. Config: {'topK': 700, 'epochs': 0, 'sgd_mode': 'rmsprop', 'lambda_i': 0.0, 'lambda_j': 1e-09, 'learning_rate': 0.0001, 'max_epochs': 0} - results: {'ROC_AUC': 0.2939855261027949, 'PRECISION': 0.15006887571995647, 'RECALL': 0.1438341612971551, 'RECALL_TEST_LEN': 0.15006887571995647, 'MAP': 0.07185338819427338, 'MRR': 0.2336367927905024, 'NDCG': 0.12697533648634404, 'F1': 0.14688538842645726, 'HIT_RATE': 0.7792223621663349, 'ARHR': 0.29406509593912067, 'NOVELTY': 0.0053871590454692645, 'DIVERSITY_MEAN_INTER_LIST': 0.9719449435617858, 'DIVERSITY_HERFINDAHL': 0.9971925199017367, 'COVERAGE_ITEM': 0.3398110007269203, 'COVERAGE_USER': 0.9758157237442017, 'DIVERSITY_GINI': 0.10639333413393907, 'SHANNON_ENTROPY': 9.634962436489992}
